objects_moved,hiders_movement,seekers_movement,hiders_reward,seekers_reward
118,31.855356966579272,21.054029253388947,28.0,-28.0
57,37.76973921581873,22.936071458888318,26.0,-26.0
0,35.61522331206123,20.250122687141477,-28.0,28.0
111,35.08959853685125,18.663917003200254,-18.0,18.0
38,37.04090039659524,19.68077577545578,-26.0,26.0
0,32.01463356319379,23.86445243996297,-6.0,6.0
37,36.56826962347912,19.171410330737316,-28.0,28.0
123,34.098222057456795,18.64421211664117,0.0,0.0
39,33.02571156024161,23.03509924575848,-28.0,28.0
9,36.490306132129575,19.12399732347119,-18.0,18.0
80,32.60528063494745,23.31203893718914,-6.0,6.0
0,38.997314007785086,21.682381265090765,-38.0,38.0
14,36.68300065143653,17.68362648183903,-10.0,10.0
6,36.097245889248164,20.859240507445932,-26.0,26.0
18,34.56341474154576,25.224492602081522,-24.0,24.0
16,40.832329172543524,21.580298910334836,-46.0,46.0
0,36.32361059871617,21.946739236064516,-28.0,28.0
21,35.07830291418853,21.02339406572338,-14.0,14.0
32,35.55126897295044,19.52104120250549,-12.0,12.0
54,32.38728165589003,23.241320604187425,-22.0,22.0
31,31.74559236576252,22.356209091173977,6.0,-6.0
0,32.76419729766219,21.364056908339656,-20.0,20.0
0,35.37610808418231,20.43366501767316,6.0,-6.0
52,35.06357929874473,19.355526889411554,-2.0,2.0
16,36.489764006011676,17.174363222037634,0.0,0.0
63,31.988625154108167,19.083824430327294,-28.0,28.0
37,34.77651323348262,22.696611135406247,16.0,-16.0
0,31.663854861643923,18.345361255841997,-32.0,32.0
76,31.58403720195301,17.986051898519058,-16.0,16.0
50,29.822284945385082,22.84043775306368,28.0,-28.0
61,33.413297551141675,20.984803906320348,-28.0,28.0
47,38.294740299548984,20.81690280593242,-10.0,10.0
45,37.31949380203081,22.239315275328455,2.0,-2.0
28,35.378666706417675,18.33402204318018,-22.0,22.0
0,37.26062030775642,20.794032663217152,-46.0,46.0
42,35.691729440070475,19.51723190369768,-20.0,20.0
46,32.69919742713265,20.702055828456736,4.0,-4.0
63,29.91865189753574,22.175068004489688,-10.0,10.0
21,33.50667880525595,22.216157886258525,-16.0,16.0
5,37.363587707438285,20.352232699429052,-22.0,22.0
51,34.389690707881726,18.593322083147267,-26.0,26.0
58,34.26737234899847,20.041867520677986,-28.0,28.0
40,34.55625807879279,22.01995181926645,-40.0,40.0
62,35.00519575563659,18.34295861316244,16.0,-16.0
29,34.20950012961963,22.91815688821364,-34.0,34.0
53,36.50352958253502,21.141226997699682,-34.0,34.0
45,37.32118588374086,19.76780318810853,-10.0,10.0
36,34.31953296439093,24.277435947134304,-42.0,42.0
33,31.6030547063306,23.115424510228205,-26.0,26.0
40,29.292805941718516,18.615986863796945,-36.0,36.0
18,36.29324377318712,16.609146509899468,2.0,-2.0
19,32.73510543370891,20.977014658305016,-24.0,24.0
43,31.676919176351774,18.982646074482208,-26.0,26.0
65,36.14968746515123,20.41140124861225,0.0,0.0
59,34.95510935386125,20.423402330926603,-32.0,32.0
30,39.414048523668406,21.227540201125763,-10.0,10.0
34,30.35655031780855,22.35075421588579,-48.0,48.0
29,35.838471816176785,20.88095329028682,-18.0,18.0
46,32.81717352297161,18.266945252510098,-10.0,10.0
35,33.831983003907375,20.173760977122335,38.0,-38.0
0,34.126166366973045,20.283495916181213,-26.0,26.0
0,40.464573411651756,19.496849053909415,-14.0,14.0
26,36.45920152527993,19.6506610542558,-10.0,10.0
24,34.66983546781123,22.77716558622286,2.0,-2.0
26,33.73143004203536,20.495285379958954,-10.0,10.0
113,36.48342361501931,21.04727422687236,20.0,-20.0
8,33.49063077129919,22.21859074043785,14.0,-14.0
35,29.041716691002968,19.945712219433204,8.0,-8.0
28,36.620014279132945,20.904660635870723,-18.0,18.0
42,33.683044023631965,18.872713627616616,-48.0,48.0
4,39.51111931530077,18.651743033208582,6.0,-6.0
27,35.03429626220301,21.758296082740603,-28.0,28.0
